library,symbol,kind,titles,pct_of_corpus,implemented
snd_core.rpl,AXSetVoiceLoop,functions,1,100.0,no
snd_core.rpl,AXSetVoiceLoopOffset,functions,1,100.0,no
snd_core.rpl,AXSetVoiceLpf,functions,1,100.0,no
snd_core.rpl,AXSetVoiceLpfCoefs,functions,1,100.0,no
snd_core.rpl,AXSetVoiceOffsets,functions,1,100.0,no
snd_core.rpl,AXSetVoicePriority,functions,1,100.0,no
snd_core.rpl,AXSetVoiceRmtOn,functions,1,100.0,no
snd_core.rpl,AXSetVoiceSrc,functions,1,100.0,no
snd_core.rpl,AXSetVoiceSrcRatio,functions,1,100.0,no
snd_core.rpl,AXSetVoiceSrcType,functions,1,100.0,no
snd_core.rpl,AXSetVoiceState,functions,1,100.0,no
snd_core.rpl,AXSetVoiceType,functions,1,100.0,no
snd_core.rpl,AXSetVoiceVe,functions,1,100.0,no
sysapp,SYSRelaunchTitle,functions,1,100.0,no
t6_cafef_launcher.rpx,gGameMain,data,1,100.0,no
vpad.rpl,VPADControlMotor,functions,1,100.0,no
vpad.rpl,VPADGetTPCalibratedPoint,functions,1,100.0,no
vpad.rpl,VPADInit,functions,1,100.0,no
vpad.rpl,VPADRead,functions,1,100.0,no
vpad.rpl,VPADSetSensorBar,functions,1,100.0,no
vpad.rpl,VPADStopMotor,functions,1,100.0,no
